"Auteur";"Identifiant auteur";"Titre";"Directeur de these";"Directeur de these (nom prenom)";"Identifiant directeur";"Etablissement de soutenance";"Identifiant etablissement";"Discipline";"Statut";"Date de premiere inscription en doctorat";"Date de soutenance";"Langue de la these";"Identifiant de la these";"Accessible en ligne";"Publication dans theses.fr";"Mise a jour dans theses.fr";
Marie-Laure Poulot;185338755;Pour une géographie du cosmopolitisme autour du boulevard Saint-Laurent : mises en récits, nostalgies patrimoniales et constructions territoriales;Philippe Gervais-Lambony,Marie-Hélène Bacqué;Gervais-Lambony Philippe,Bacqué Marie-Hélène;033124205,035289996;Paris 10;026403587;Géographie humaine et régionale;soutenue;;01-12-2014;fr;2014PA100137;non;26-09-2011;31-07-2015;
Ayman Zoubir;191052817;Management de la Mobilité et pistes pour la pérennisation de la mobilité durable : quelles voies possibles de régulation ?;Bruno Faivre d'Arcier;Faivre d'Arcier Bruno;061072338;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;09-10-2013;fr;2013LYO20057;oui;19-07-2013;09-02-2016;
Hugo Delile;182664627;Signatures des paléo-pollutions et des paléo-environnements dans les archives sédimentaires des ports antiques de Rome et d’Ephèse;Jean-Paul Bravard,Janne Blichert-Toft;Bravard Jean-Paul,Blichert-Toft Janne;026750503,111062624;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;05-09-2014;fr;2014LYO20065;oui;18-11-2014;25-01-2018;
Perrine Vincent;183137574;Modalités d'existence de dispositifs urbains : Le cas de l'assainissement à Kanpur et Varanasi, Inde;Jean-Yves Toussaint,Joëlle Forest;Toussaint Jean-Yves,Forest Joëlle;050521772,057630593;Lyon, INSA;052444724;Géographie, aménagement, urbanisme;soutenue;;23-05-2013;fr;2013ISAL0033;oui;30-01-2015;25-01-2018;
Perrine Vandenbroucke;169047199;Transformation de l’unité de production agricole d’une exploitationsectorielle à une exploitation agricole territoriale. : Exploitations agricoles, agriculteurs et territoires dans les Monts du Lyonnais et en Flandre intérieure de1970 à 2010.;Jean Pluvinage;Pluvinage Jean;157886204;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;21-01-2013;fr;2013LYO20004;oui;03-02-2015;25-01-2018;
Jérémie Riquier;191321311;Réponses hydrosédimentaires de chenaux latéraux restaurés du Rhône français : structures spatiales et dynamiques temporelles des patrons et des processus, pérennité et recommandations opérationnelles;Hervé Piégay;Piégay Hervé;07033174X;Lyon 2;02640334X;Geographie Aménagement Urbanisme;soutenue;;04-12-2015;fr;2015LYO20111;oui;02-09-2015;25-01-2018;
Jérôme Rollin;108907708;Normes environnementales et diversité périurbaine : Les enjeux de la professionnalisation de l'assainissement non collectif;Paul Boino;Boino Paul;068867743;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;11-12-2013;fr;2013LYO20120;non;16-12-2015;25-01-2018;
Fanny Arnaud;178365378;Approches géomorphologiques historique et expérimentale pour la restauration de la dynamique sédimentaire d'un tronçon fluvial aménagé : le cas du Vieux Rhin entre Kembs et Breisach (France, Allemagne);Hervé Piégay;Piégay Hervé;07033174X;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;10-12-2012;fr;2012LYO20104;oui;25-01-2016;25-01-2018;
Catherine Bouteiller;185547109;Différenciation tarifaire dans les réseaux de transports urbains et interurbains de voyageurs : quels apports pour les services publics de transport et l’aménagement ?;Bruno Faivre d'Arcier;Faivre d'Arcier Bruno;061072338;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;09-03-2015;fr;2015LYO20024;non;05-02-2016;25-01-2018;
Maël Meralli-Ballou;182641740;La médiation urbaine, un champ émergent qui participe à la construction sociale des métropoles;Philippe Chaudoir;Chaudoir Philippe;05344891X;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;25-09-2014;fr;2014LYO20075;oui;18-02-2016;25-01-2018;
Laura Péaud;183849183;Du projet scientifique des Lumières aux géographies nationales : France, Prusse et Grande-Bretagne (1780-1860);Isabelle Lefort;Lefort Isabelle;03127921X;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;17-11-2014;fr;2014LYO20111;oui;24-02-2016;25-01-2018;
Pascale Nédélec;179295926;Réflexions sur l'urbanité et la citadinité d'une aire urbaine américaine : (dé)construire Las Vegas;Christian Montès;Montès Christian;070470537;Lyon 2;02640334X;Géographie, aménagement et urbanisme;soutenue;;10-12-2013;fr;2013LYO20108;oui;26-09-2011;25-01-2018;
Mara Johanna Sierra Jimenez;195939778;Parcs nationaux en transition vers des parcs nationaux naturels anthropisés (PNNa) ? Etude comparative de trois parcs nationaux naturels habités du Continent américain (Colombie, Guyane française, Québec).;Jean-Yves Puyo;Puyo Jean-Yves;115879382;Pau;026403668;Géographie et Aménagement;soutenue;;27-05-2016;fr;2016PAUU1010;oui;04-09-2012;09-02-2018;
Karim Tazarourte;070061203;Espace francilien et organisation des urgences vitales préhospitalières : les traumatismes crâniens graves pris en charge par les SAMU;Gérard Salem;Salem Gérard;083154922;Paris 10;026403587;Géographie de la santé;soutenue;;19-12-2012;fr;2012PA100207;oui;07-01-2013;20-01-2014;
Moïse Chabi;175442169;Métropolisation et dynamiques périurbaines : cas de l’espace urbain de Cotonou;Alain Dubresson;Dubresson Alain;026840200;Paris 10;026403587;Géographie humaine, économie et régionale;soutenue;;06-12-2013;fr;2013PA100166;oui;26-09-2011;05-04-2017;
Edouard Diouf;175876592;Ouvrages hydrauliques et modèle de gestion de l'eau dans le bassin du fleuve Casamance (Sénégal);Frédéric Landy,Boubou Aldiouma Sy;Landy Frédéric,Sy Boubou Aldiouma;033585873,164289380;Paris 10;026403587;Géographie humaine, économique et régionale;soutenue;;10-10-2013;fr;2013PA100108;non;18-04-2012;08-05-2017;
Christiane Sfeir;176599711;Religion et géographie à Beyrouth : la construction d'un paysage sacralisé à la croisée des intérêts politiques et religieux;Michael F. Davie;Davie Michael F.;08610571X;Paris 4;026403633;Géographie historique, politique et culturelle;soutenue;;13-12-2013;fr;2013PA040229;non;26-09-2011;03-04-2017;
Joy Raynaud;173312993;L'accès aux soins : des perceptions du territoire aux initiatives des acteurs : concepts, mesures et enquêtes pour une analyse géographique de l'organisation et du développement d'une offre de soins durable;Laurent Chapelon,Henry Bakis;Chapelon Laurent,Bakis Henry;055055869,026701634;Montpellier 3;026404702;Géographie et aménagement du territoire;soutenue;;31-10-2013;fr;2013MON30052;oui;26-09-2011;14-12-2015;
Laurence Robin-Hunter (Robin);188927824;Géopolitique de la Bosnie-Herzégovine;Gérard-François Dumont;Dumont Gérard-François;026843188;Paris 4;026403633;Géographie politique, culturelle et historique;soutenue;;10-04-2015;fr;2015PA040085;non;27-05-2015;10-04-2017;
Rola Chidiac;189808705;La moyenne montagne autour de Beyrouth : territoire(s) « hérité(s) » au défi de la mondialisation ?;Michael F. Davie;Davie Michael F.;08610571X;Paris 4;026403633;Géographie politique, culturelle et historique;soutenue;;23-10-2015;fr;2015PA040104;non;02-09-2015;16-02-2017;
Maxime Frémond;154238708;Une approche normative de l'aménagement au Luxembourg : évaluation par la simulation;Pierre Frankhauser,Cécile Tannier,Philippe Gerber;Frankhauser Pierre,Tannier Cécile,Gerber Philippe;033614431,059840218,069647003;Besançon;026403188;Géographie et aménagement des territoires;soutenue;;06-11-2015;fr;2015BESA1025;oui;26-09-2011;16-06-2017;
Michaël Bruckert;19088889X;Une géographie de la viande au Tamil Nadu (Inde) : statuts, espaces et circulations;Gilles Fumey,Blandine Ripert;Fumey Gilles,Ripert Blandine;057445230,068890443;Paris 4;026403633;Géographie politique, culturelle et historique;soutenue;;11-12-2015;fr;2015PA040132;non;22-10-2012;10-04-2017;
Philippe Kannapel;16930793X;Santé et système de soins en milieu rural : de Mandritsara à Békily, étude géographique comparative de deux districts ruraux malgaches;Gérard Salem;Salem Gérard;083154922;Paris 10;026403587;Géographie humaine, économique et régionale;soutenue;;19-11-2015;fr;2015PA100121;oui;14-05-2013;08-05-2017;
Cha Prieur;166317039;Penser les lieux queers : entre domination, violence et bienveillance. Etude à la lumière des milieux parisiens et montréalais;Louis Dupont;Dupont Louis;076656977;Paris 4;026403633;Géographie politique, culturelle et historique;soutenue;;11-12-2015;fr;2015PA040192;non;26-09-2011;16-02-2017;
Vincent Gaubert;19692846X;Du football aux foot-ball : étude comparative de la géographie des cultures sportives « balle au pied »;Louis Dupont,Loïc Ravenel;Dupont Louis,Ravenel Loïc;076656977,032783310;Paris 4;026403633;Géographie politique, culturelle et historique;soutenue;;18-11-2016;fr;2016PA040142;non;17-09-2012;09-12-2016;
Catherine Didier-Fèvre (Didier);174371241;« The place to be ? » Vivre et bouger dans les entre-deux : jeunesse et mobilités dans les espaces périurbains;Monique Poulot,Lionel Rougé;Poulot Monique,Rougé Lionel;05506051X,088554163;Paris 10;026403587;Géographie humaine, économique et régionale;soutenue;;29-09-2015;fr;2015PA100095;oui;01-02-2016;01-02-2016;
Germaine Abdel-Hay;197449026;Les espaces de la mort à Beyrouth. Entre frontières, structuration et fragmentation de l’espace géopolitique;Michael F. Davie;Davie Michael F.;08610571X;Paris 4;026403633;Géographie politique, culturelle et historique;soutenue;;12-12-2016;fr;2016PA040188;non;26-09-2011;13-01-2017;
Jacques Collot;193284022;La construction d'un espace social au féminin par les mobilités quotidiennes : le cas du nord-ouest algérien;Raymond Woessner;Woessner Raymond;055791913;Paris 4;026403633;Géographie politique, culturelle et historique;soutenue;;09-03-2016;fr;2016PA040043;non;14-11-2012;07-07-2017;
Nashidil Rouiai;199555478;Ciné-Géographie hongkongaise. Le Hong Kong cinématographique, outil du soft power chinois;Louis Dupont;Dupont Louis;076656977;Paris 4;026403633;Géographie politique, culturelle et historique;soutenue;;09-12-2016;fr;2016PA040222;non;09-12-2016;31-03-2017;
Jean-Daniel Cesaro;149601344;Une croissance sans limite ? : vers une nouvelle géographie de l’élevage au Vietnam;Frédéric Landy;Landy Frédéric;033585873;Paris 10;026403587;Géographie humaine, économique et régionale;soutenue;;02-12-2016;fr;2016PA100131;oui;18-03-2013;15-05-2017;
Ana Paulina Aguiar Soares;187438137;Disputas Territoriais na Floresta Amazônica : o caso de Manicoré (Amazonas, Brasil);Martine Droulers;Droulers Martine;030163765;Paris 3;027361837;Géographie et aménagement du territoire;soutenue;;20-10-2014;pt;2014PA030087;non;26-09-2011;20-03-2017;
Grégoire Berche;220953775;Le vin liquoreux, un produit de terroir en marge dans la hiérarchie vitivinicole française : étude comparée des petits vignobles de vins liquoreux de Bergerac, Jurançon, Jura et Corrèze : géographie d’une distinction;Monique Poulot;Poulot Monique;05506051X;Paris 10;026403587;Géographie humaine, économique et régionale;soutenue;;16-12-2016;fr;2016PA100182;oui;18-03-2013;11-12-2017;
Dalal Benbabaali;167566148;Caste dominante et territoire en Inde du Sud : migration et ascension sociale des Kamma d’Andhra côtier;Frédéric Landy;Landy Frédéric;033585873;Paris 10;026403587;Géographie humaine, économique et régionale;soutenue;;09-01-2013;fr;2013PA100002;oui;26-09-2011;15-12-2017;
Pierre Ageron;175169101;L'intermodalité-voyageurs au prisme de la mondialisation : vers la structuration d'un méta-réseau intégré;Jean Varlet;Varlet Jean;031367607;Grenoble;030327202;Géographie physique, humaine et régionale;soutenue;;14-06-2013;fr;2013GRENA010;oui;26-09-2011;26-11-2014;
Roger Besson;078801060;Les lieux de l'interaction : fréquentation du stade et intégration sociale à Neuchâtel;Alexandre Moine,Etienne Piguet;Moine Alexandre,Piguet Etienne;119971984,057748527;Besançon;026403188;Géographie et aménagement des territoires;soutenue;;18-10-2012;fr;2012BESA1017;non;26-09-2011;16-06-2017;
Ibrahima Faye Diouf;175670870;Système mixte agriculture irriguée et élevage transhumant : l'enjeu autour de l'accès aux ressources foncières dans la moyenne vallée du fleuve Sénégal;Bernard Charlery de La Masselière;Charlery de La Masselière Bernard;035555920;Toulouse 2;026403994;Etudes rurales en géographie, environnement;soutenue;;26-09-2013;fr;2013TOU20084;oui;26-09-2011;07-06-2016;
Joanne Hirtzel;15263472X;Exploration prospective des mobilités résidentielles dans une agglomération urbaine au moyen d'un modèle de simulation multi-agents (MOBISIM);Pierre Frankhauser,Cécile Tannier;Frankhauser Pierre,Tannier Cécile;033614431,059840218;Besançon;026403188;Géographie et aménagement des territoires;soutenue;;09-02-2015;fr;2015BESA1005;oui;26-09-2011;16-06-2017;
Clémentine Thierry;147234425;Ville et fortifications : de l'héritage à la production du territoire urbain;Serge Ormaux;Ormaux Serge;06014257X;Besançon;026403188;Géographie et aménagement des territoires;soutenue;;03-12-2015;fr;2015BESA1034;oui;26-09-2011;11-09-2017;
Erika Upegui Cardona;193559404;Télédétection et épidémiologie en zone urbaine : de l'extraction de bâtiments à partir d'images satellite à très haute résolution à l'estimation de taux d'incidence;Jean-François Viel,Daniel Joly;Viel Jean-François,Joly Daniel;060273801,032273673;Besançon;026403188;Géographie et aménagement des territoires;soutenue;;08-10-2012;fr;2012BESA1015;oui;26-09-2011;16-06-2017;
Marc Bourgeois;159799236;Impacts écologiques des formes d'urbanisation : modélisations urbaines et paysagères;Jean-Christophe Foltête,Cécile Tannier;Foltête Jean-Christophe,Tannier Cécile;112109616,059840218;Besançon;026403188;Géographie et aménagement des territoires;soutenue;;11-12-2015;fr;2015BESA1029;oui;16-03-2012;16-06-2017;
Daniel Lamah;175374678;L'insertion de la caféiculture dans les structures de production en Guinée forestière;Laurien Uwizeyimana,Bernard Charlery de La Masselière;Uwizeyimana Laurien,Charlery de La Masselière Bernard;029792398,035555920;Toulouse 2;026403994;Etudes rurales en géographie, environnement;soutenue;;25-09-2013;fr;2013TOU20063;oui;13-01-2014;07-06-2016;
Yohan Sahraoui;177973420;Le paysage, entre esthétique & écologie : modélisation rétrospective à partir de changements d'occupation du sol;Jean-Christophe Foltête,Céline Clauzel;Foltête Jean-Christophe,Clauzel Céline;112109616,13461481X;Besançon;026403188;Géographie et aménagement des territoires;soutenue;;01-12-2016;fr;2016BESA1022;oui;17-04-2014;21-07-2017;
Florence Jacquinod;069126496;Production, pratique et usages des géovisualisations 3D dans l'aménagement du territoire;Thierry Joliveau;Joliveau Thierry;070330972;Saint-Etienne;028209966;Géographie et aménagement du territoire;soutenue;;16-01-2014;fr;2014STET2191;non;26-09-2011;25-01-2018;
Claudia Hedwig Czerkauer-Yamu;195566645;Strategic planning for the development of sustainable metropolitan areas using a multi-scale decision support system : the Vienna case;Pierre Frankhauser;Frankhauser Pierre;033614431;Besançon;026403188;Géographie et aménagement des territoires;soutenue;;21-12-2012;fr;2012BESA1041;non;26-09-2011;16-06-2017;
Elisabeth Clément;177901578;Economie scripturale des adolescents : enquête sur les usages de l'écrit de lycéens;Jean-François Thémines,Hervé Le Crosnier;Thémines Jean-François,Le Crosnier Hervé;07419139X,028744268;Caen;026403064;Géographie physique, humaine, économique et régionale;soutenue;;01-01-2013;fr;2013CAEN1687;non;25-04-2014;20-06-2014;
Mathieu Uhel;112010830;Eau et pouvoir : les échelles des mouvements altermondialistes et révolutionnaires en Bolivie et au Venezuela;Robert Hérin;Hérin Robert;026919982;Caen;026403064;Géographie physique, humaine, économique et régionale;soutenue;;01-01-2013;fr;2013CAEN1692;non;05-06-2014;05-06-2014;
Mathieu Fressard;135975123;Les glissements de terrain du Pays d’Auge continental : Caractérisation, cartographie, analyse spatiale et modélisation;Olivier Maquaire;Maquaire Olivier;03137221X;Caen;026403064;Géographie physique, humaine, économique et régionale;soutenue;;01-01-2013;fr;2013CAEN1712;non;02-07-2014;11-07-2014;
Aline Garnier;120548437;La dynamique d’un système fluvial et des zones humides associées en Afrique soudano-sahélienne au cours de l'Holocène : Approches géomorphologique et biogéographique. L'exemple du Yamé au Mali.;Daniel Delahaye;Delahaye Daniel;087548100;Caen;026403064;Géographie physique, humaine, économique et régionale;soutenue;;01-01-2013;fr;2013CAEN1705;non;10-07-2014;10-07-2014;
Mélanie Pateau;182895424;Dynamiques superficielles et gestion des risques de l'arrière-pays du complexe portuaire"Tanger Med" (Rif septentrional, Maroc);Monique Fort,Abdelkhalak Ben Moussa;Fort Monique,Ben Moussa Abdelkhalak;026869799,034120238;Paris 7;027542084;Géographie: Dynamique des milieux et des risques;soutenue;;01-01-2014;fr;2014PA070046;non;14-01-2015;26-08-2016;
